name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Cozy Beacon Hill House near VA Hospital,6522232,Beacon Hill,Mid-Beacon Hill,47.56173,-122.31421,Entire home/apt,125,2,19,2.01,1,193
Sweet Green Lake suite,229095817,Other neighborhoods,Wallingford,47.66883,-122.33885,Entire home/apt,80,1,102,6.67,133,83
Top floor 2BR/2BTH w/ Stunning views,226137890,Downtown,Belltown,47.61424,-122.35014,Entire home/apt,140,3,77,5.1,7,284
Private Retreat Steps From Green Lake,4313679,Other neighborhoods,Wallingford,47.66941,-122.339,Entire home/apt,125,1,138,9.5,2,0
"Bright water-view home, West Seattle",3404958,West Seattle,Gatewood,47.52858,-122.38687,Entire home/apt,100,30,2,0.13,1,59
Spacious West Seattle Home,3690557,Delridge,Roxhill,47.5346,-122.37128999999999,Entire home/apt,120,30,5,0.36,1,92
The Crissey home,159544835,Lake City,Victory Heights,47.7004,-122.30436,Entire home/apt,64,1,82,5.36,1,64
Quiet Room steps away from Convention Center,14686418,Capitol Hill,Broadway,47.61493,-122.32553,Private room,53,30,15,1.0,1,0
N Beacon Hill Red Door Studio on the first floor,235543653,Beacon Hill,North Beacon Hill,47.58446,-122.31618999999999,Entire home/apt,110,3,46,3.48,1,179
Bright and modern Queen Anne 3 Bedroom #2,26967583,Queen Anne,Lower Queen Anne,47.62358,-122.36133000000001,Private room,38,1,23,1.47,29,116
Bright and modern Queen Anne 3 Bedroom #1,26967583,Queen Anne,Lower Queen Anne,47.623470000000005,-122.36203,Private room,38,1,25,1.61,29,105
Newly Listed! Modern Queen Anne Basement Studio,235362223,Queen Anne,North Queen Anne,47.64077,-122.35918999999998,Entire home/apt,129,2,42,3.44,1,160
Sunset Hill Views,54914134,Ballard,Sunset Hill,47.67434,-122.40375,Entire home/apt,125,3,17,1.26,1,269
Private mother-in-law unit in Wallingford,19141273,Other neighborhoods,Wallingford,47.666540000000005,-122.33241000000001,Private room,40,30,13,0.93,1,0
Seattle Gem in Fremont,3483619,Other neighborhoods,Fremont,47.65377,-122.35411,Entire home/apt,215,30,16,1.07,1,99
Scandinavian-Style Writer's Cottage,235955031,Ballard,Loyal Heights,47.678740000000005,-122.39243,Entire home/apt,80,2,40,2.94,1,76
Seattle Capitol Hill Studio: Broadcast Building,1488775,Capitol Hill,Broadway,47.61456,-122.31321000000001,Entire home/apt,200,2,29,1.94,1,24
Beautiful 2BR near Lake and Outdoor Trails,48005494,Cascade,Westlake,47.63172,-122.34226000000001,Entire home/apt,176,30,0,,243,354
Live and Work from this Seattle 2BR,48005494,Cascade,Westlake,47.63033,-122.34196999999999,Entire home/apt,176,30,1,0.71,243,183
Seattle 1 Bedroom near (Hidden by Airbnb),48005494,Cascade,Westlake,47.63158,-122.34138,Entire home/apt,135,30,2,0.22,243,4
Stunning Seattle 1BR with Gym & Yoga Studio,48005494,Cascade,Westlake,47.63172,-122.34200000000001,Entire home/apt,98,30,2,0.16,243,241
1 Bedroom Steps from Lake Union,48005494,Cascade,Westlake,47.631009999999996,-122.34204,Entire home/apt,103,30,1,0.2,243,356
Cozy duplex located in the University District,138259432,University District,University District,47.65919,-122.31871000000001,Entire home/apt,100,30,4,0.26,1,0
2BR Greenwood Artists Hideaway,236442276,Other neighborhoods,Greenwood,47.695209999999996,-122.34586000000002,Entire home/apt,79,2,68,4.92,1,115
Luxury apt on Queen Anne's desirable South Slope,236572187,Queen Anne,East Queen Anne,47.62962,-122.3446,Entire home/apt,125,3,52,3.55,2,69
"Luxury 3BR w/ Stunning Seattle Views, Gym &Parking",236598443,Queen Anne,East Queen Anne,47.62892,-122.34676999999999,Entire home/apt,229,2,14,0.97,1,0
Well located chic and bright basement apartment,13340623,Central Area,Madrona,47.60931,-122.29453000000001,Entire home/apt,100,1,29,2.11,1,326
Private Entrance Stylish & Cute w/ kitchenette,75632952,Beacon Hill,Mid-Beacon Hill,47.55206,-122.31081,Entire home/apt,80,3,27,1.78,1,259
"N Seattle home MIL- kitchen,bath,laundry, parking",7435040,Northgate,Pinehurst,47.71802,-122.32327,Entire home/apt,65,1,15,1.08,12,316
4-Amazing Studio in Columbia City-Near Light Rail,225034304,Rainier Valley,Columbia City,47.556340000000006,-122.28561,Entire home/apt,150,30,46,3.01,3,355
City Haven Apartment with a Fireplace in a Craftsman House,15784748,Other neighborhoods,Fremont,47.663140000000006,-122.34985,Entire home/apt,125,2,30,1.96,2,33
"1BD Cozy Loft, WLK to Convention Center, Broadway",94706699,Capitol Hill,Broadway,47.61542,-122.32126000000001,Entire home/apt,107,2,49,3.25,10,220
Bungalow Garden Guest Suite,40609457,Other neighborhoods,Roosevelt,47.68506,-122.31777,Entire home/apt,69,1,47,3.07,1,0
Large One Bedroom Apartment in House on Arboretum,53265478,Capitol Hill,Montlake,47.6326,-122.29827,Entire home/apt,90,2,36,2.46,1,64
Character Filled Queen Anne Private 1-BR Apartment,26967583,Queen Anne,Lower Queen Anne,47.62423,-122.36328,Entire home/apt,97,1,22,1.45,29,123
Neon Bungalow Home,27066609,Other neighborhoods,Roosevelt,47.67781,-122.31916000000001,Entire home/apt,99,3,2,0.5,3,4
Beacon hill Oasis - Easy access downtown & airport,5325329,Beacon Hill,South Beacon Hill,47.51485,-122.28583,Entire home/apt,175,1,87,5.96,13,68
New - bright & modern in the  ❤️ of West Seattle.,43906356,West Seattle,Genesee,47.56747,-122.38706,Private room,59,30,13,0.87,1,0
Private Studio in Classic 1902 Capitol Hill Home,237294625,Capitol Hill,Broadway,47.6213,-122.31402,Entire home/apt,80,2,119,7.9,1,263
"99 WLK Score, WLK to Convention Center Cozy Loft",94706699,Capitol Hill,Broadway,47.6145,-122.32321,Entire home/apt,107,2,68,4.5,10,181
Beautiful Lower Guest Suite  close to the Airport!,229095817,Rainier Valley,Rainier Beach,47.50829,-122.26661000000001,Entire home/apt,45,1,76,5.09,133,90
Vintage apt in Beautiful Wedgewood Neighborhood,229095817,Other neighborhoods,Wedgwood,47.69317,-122.30057,Entire home/apt,70,1,51,3.41,133,0
Private Room with Balcony and View in Beacon Hill!,229095817,Beacon Hill,North Beacon Hill,47.573809999999995,-122.30883,Private room,35,1,85,5.89,133,82
"Clean, New, Beacon Hill Townhouse w/ Private Bath",229095817,Beacon Hill,North Beacon Hill,47.57455,-122.30876,Private room,35,1,78,5.4,133,82
Lovely Greenwood Bungalow,1016427,Other neighborhoods,Greenwood,47.69175,-122.34963,Entire home/apt,69,5,9,0.63,1,0
"Sunset Hill, Ballard, North Seattle",237650812,Ballard,Sunset Hill,47.67971,-122.39783999999999,Private room,90,1,80,5.37,1,153
Beautiful Central Seattle home with Hot tub,24129360,Central Area,Atlantic,47.59251,-122.30426000000001,Entire home/apt,275,30,8,0.54,1,110
Spacious Master Bedroom in Beacon Hill Townhome,3286046,Beacon Hill,North Beacon Hill,47.58489,-122.31353,Private room,75,30,5,0.34,2,0
Indian Sunflower Room,16262709,University District,University District,47.66612,-122.30798,Private room,63,1,32,2.24,4,68
Low Country Marsh Room,16262709,University District,University District,47.66612,-122.30798,Private room,63,1,29,2.04,4,0
"Cozy, spacious, quiet apartment with deck & views",32553756,Beacon Hill,North Beacon Hill,47.57056,-122.30252,Entire home/apt,270,2,10,0.71,2,0
SE Seattle 1930s Vintage Bungelow Duplex Apartment,3584275,Rainier Valley,Dunlap,47.51919,-122.27023,Entire home/apt,59,3,49,3.25,5,65
*DEEP CLEANING*Private 2 Beds & Bath Guest Suite,215426444,Beacon Hill,South Beacon Hill,47.52326,-122.28458,Entire home/apt,10,1,80,5.7,7,0
Comfy Suite in Beautiful Queen Anne!,229095817,Queen Anne,North Queen Anne,47.64504,-122.36713,Entire home/apt,75,1,100,6.7,133,81
Comfy Studio Walking to Space Needle,226137890,Downtown,Belltown,47.6185,-122.34668,Entire home/apt,86,3,48,3.36,7,255
*DEEP CLEANING*Guest House 2 Bed&Bath Free Parking,215426444,Beacon Hill,South Beacon Hill,47.52493,-122.28846000000001,Entire home/apt,10,1,77,5.16,7,0
"Entire home 1 Bed/1 ba, great view, 5mi from dtown",2497642,Other neighborhoods,Roosevelt,47.67729,-122.31321000000001,Entire home/apt,125,1,10,1.02,2,0
Modern Loft Studio in Seattle,107916594,Lake City,Cedar Park,47.71713,-122.29463,Entire home/apt,120,2,8,0.56,1,71
Cozy North Seattle Private Suite,41643403,Other neighborhoods,Greenwood,47.69833,-122.34541000000002,Entire home/apt,50,2,32,2.13,1,180
Peaceful Mid-Century Modern Escape,238778058,Magnolia,Southeast Magnolia,47.63872,-122.39187,Entire home/apt,250,30,1,0.17,1,53
Belvidere Cabana w/ Seattle & Mountain View,54521468,West Seattle,Genesee,47.5685,-122.37978000000001,Entire home/apt,149,2,24,1.59,2,335
Luxurious Getaway in the Heart of Ballard!,143060164,Ballard,Adams,47.66744,-122.38153999999999,Entire home/apt,135,3,36,3.24,1,270
Cozy room with beautiful views | Walk everywhere,1154670,Downtown,Belltown,47.61442,-122.35353,Private room,50,30,80,5.47,1,39
Alaska St. Cottage,113716480,Seward Park,Seward Park,47.56165,-122.27015,Entire home/apt,110,2,3,0.24,2,343
Downtown High-rise with Amazing Puget Sound View,43384036,Downtown,Pike-Market,47.6082,-122.33838,Entire home/apt,220,7,21,1.69,1,281
"Perfect, Convenient 1 BR near Airport/Light Rail",56280482,Rainier Valley,Dunlap,47.52283,-122.27508999999999,Private room,32,2,35,2.36,1,82
1 Bedroom Seattle Condo near Capital,48005494,Capitol Hill,Stevens,47.621,-122.30949,Entire home/apt,80,30,4,0.33,243,267
The Orange Flowers Room,26967583,Queen Anne,Lower Queen Anne,47.6224,-122.36259,Private room,35,1,23,1.56,29,3
The Bunker,10896167,Queen Anne,North Queen Anne,47.64248,-122.35213999999999,Entire home/apt,110,1,1,0.07,1,0
The Willow Creek Lodge,25851366,Other neighborhoods,Wedgwood,47.69185,-122.30203,Entire home/apt,150,2,11,0.82,2,45
New one-bedroom suite in North Seattle,27192842,Other neighborhoods,Roosevelt,47.68307,-122.30955,Entire home/apt,120,2,14,0.95,2,41
Charming Family Friendly Wallingford Tudor,239369219,Other neighborhoods,Wallingford,47.651709999999994,-122.33335,Entire home/apt,202,2,64,4.45,1,300
South Bedroom in friendly Seattle home with a view,8060632,Delridge,High Point,47.55118,-122.37222,Private room,37,30,8,0.56,3,1
Guest Bedroom at Luke's,92009169,Other neighborhoods,Green Lake,47.68761,-122.32988999999999,Private room,100,30,1,0.08,1,0
"Tiny townhome retreat, mins to DT/stadiums/beach",41768167,Delridge,North Delridge,47.56937,-122.36097,Entire home/apt,65,1,13,1.0,3,323
Private room in a modern townhome in Capitol Hill,239670464,Capitol Hill,Stevens,47.62043,-122.30988,Private room,65,1,52,3.61,4,0
"Sunset Hill ""Birdhouse"" - 2 bed & patio views",3031025,Ballard,Sunset Hill,47.67152,-122.40453000000001,Entire home/apt,189,3,37,3.56,1,0
Renovated and Cozy Seattle Home,7462376,Other neighborhoods,Wedgwood,47.68795,-122.28383999999998,Entire home/apt,130,30,0,,1,0
Shilshole Bay House-Cliffside Views of Puget Sound,30122761,Ballard,Sunset Hill,47.67752,-122.40401000000001,Entire home/apt,149,2,18,1.46,1,187
Lovely 2BR in Yesler Terrace,48005494,Downtown,Yesler Terrace,47.60411,-122.3173,Entire home/apt,143,30,1,0.09,243,294
Charming 1BR Apartment in Seattle,48005494,Capitol Hill,Broadway,47.626090000000005,-122.32023000000001,Entire home/apt,177,30,0,,243,0
Free Coffee! Capitol Hill 1BR with Amenities,48005494,Capitol Hill,Broadway,47.62642,-122.32198999999999,Entire home/apt,91,30,0,,243,0
Lovely 1BR Apartment in Seattle,48005494,Downtown,Pike-Market,47.61128,-122.34321000000001,Entire home/apt,125,30,3,0.26,243,245
"Centrally located 1-BR apt, near attractions",328476,Central Area,Minor,47.607490000000006,-122.31495,Entire home/apt,75,3,83,5.89,1,0
One Bedroom Condo in Downtwon Seattle,22135040,Downtown,First Hill,47.613240000000005,-122.32862,Entire home/apt,115,3,42,2.86,2,31
Emerson Triplex,113716480,Queen Anne,North Queen Anne,47.65341,-122.37181000000001,Entire home/apt,115,2,66,4.57,2,303
Private Alki Beach Retreat-15 mins to downtown!,114830330,West Seattle,North Admiral,47.5772,-122.40308999999999,Entire home/apt,128,2,39,2.73,1,55
Private Two-Bedroom Suite in Greenbelt,229095817,Delridge,High Point,47.54733,-122.36455,Entire home/apt,60,1,67,4.66,133,81
Charming apartment in Queen Anne North,240451879,Queen Anne,North Queen Anne,47.64624,-122.36071000000001,Entire home/apt,99,1,61,4.24,1,123
Blue Heron Guesthouse,1640101,West Seattle,Alki,47.56657,-122.40701999999999,Entire home/apt,110,2,20,2.29,1,147
3BR 2.5 BA Sound & Mountain View Townhome,13438673,West Seattle,Gatewood,47.54533,-122.38445,Entire home/apt,130,1,105,7.57,1,0
Lake Shore Seattle,78475236,Lake City,Matthews Beach,47.70089,-122.2735,Entire home/apt,80,30,0,,1,358
Unique new home in Capitol Hill/Madison Valley.,1511931,Central Area,Minor,47.61761,-122.30258,Entire home/apt,89,30,34,2.37,1,179
Downtown Convention Center w Garage Parking & View,209661273,Downtown,First Hill,47.61308,-122.32921,Entire home/apt,118,3,28,1.92,1,280
Secret Garden Suite in Blue Ridge,187982569,Other neighborhoods,Crown Hill,47.70442,-122.3732,Entire home/apt,70,2,40,2.82,1,286
"""Blue Eyed Leopard"" Cozy Private Room in W Seattle",50258535,Delridge,South Delridge,47.52964,-122.36048000000001,Private room,35,2,25,1.74,2,90
"Your own floor, private parking and entrance.",9816866,Central Area,Leschi,47.59942,-122.28828,Entire home/apt,55,1,38,2.64,2,323
Central District Home,64694215,Central Area,Minor,47.611509999999996,-122.30416000000001,Entire home/apt,130,2,6,0.42,3,0
Cozy 3Bd+Loft/2Ba-Near Lightrail/Airport/Lake WA,230287218,Rainier Valley,Dunlap,47.52632,-122.27418999999999,Entire home/apt,172,1,58,3.98,3,77
Mid-Century Modern on Beacon Hill,211770882,Beacon Hill,Mid-Beacon Hill,47.54289,-122.28748999999999,Entire home/apt,99,30,27,1.96,1,0
Spacious Suite Between Airport & Downtown,229095817,Beacon Hill,Mid-Beacon Hill,47.54587,-122.29388,Entire home/apt,60,1,68,4.74,133,86
Convenient Seattle 1BR near (Hidden by Airbnb) and Amazon,48005494,Cascade,South Lake Union,47.62423,-122.33536000000001,Entire home/apt,157,30,2,0.19,243,327
2BR near Space Needle and Capitol Hill,48005494,Cascade,South Lake Union,47.62484,-122.33571,Entire home/apt,177,30,1,0.1,243,365
Seattle Fine View!,8060632,Delridge,High Point,47.549690000000005,-122.37151999999999,Private room,45,30,22,1.68,3,296
"Boaters have more fun. South Lake Union, 1 Bed Gem",55417590,Cascade,South Lake Union,47.629709999999996,-122.33013000000001,Entire home/apt,115,2,6,0.55,1,0
Downtown Seattle Condo walk to Pike Place Market,74305,Downtown,Belltown,47.613490000000006,-122.34772,Entire home/apt,74,2,40,2.93,51,102
Ideal Belltown Condo Great Views,7593634,Downtown,Belltown,47.61781,-122.34578,Entire home/apt,150,4,26,1.92,1,126
~Arlulu Airbnb~,152273641,Beacon Hill,Mid-Beacon Hill,47.55661,-122.30856999999999,Private room,69,7,7,0.86,5,95
Pacific Northwest Garden Oasis,2129659,Rainier Valley,Columbia City,47.55175,-122.2763,Entire home/apt,159,2,6,0.64,1,47
Brand New Entire Townhouse Extra Clean Mins to Sea,241584087,Delridge,North Delridge,47.567859999999996,-122.36131,Entire home/apt,80,1,86,5.88,3,151
Garden Patio Suite - Top of Capitol Hill,6394076,Central Area,Minor,47.61427,-122.30963,Entire home/apt,125,1,51,3.6,3,0
Entire Townhouse - Top of Capitol Hill,6394076,Central Area,Minor,47.61448,-122.30828000000001,Entire home/apt,450,1,26,1.82,3,0
Upper 2 levels of townhouse  - Top of Capitol Hill,6394076,Central Area,Minor,47.61468,-122.30813,Entire home/apt,350,1,45,3.44,3,0
BRIGHT BALLARD BUNGALOW WITH SAUNA AND YARD,8009691,Ballard,Whittier Heights,47.685759999999995,-122.37432,Entire home/apt,181,2,15,1.08,7,0
5bed/3bath w/ King bed | Lake and City Views,168817864,Rainier Valley,Rainier View,47.502140000000004,-122.2412,Entire home/apt,250,1,41,2.91,5,150
Modern Ballard Townhome 6 Mi to Pike Place Market!,121688409,Ballard,Sunset Hill,47.66798,-122.40156,Entire home/apt,337,2,3,0.26,12,268
New Studio near Dowtown,243342622,Central Area,Minor,47.60295,-122.3137,Entire home/apt,85,1,8,1.24,1,265
Studio Apt @ The Purple Place on 18th,198522296,Central Area,Minor,47.61121,-122.30854,Entire home/apt,125,4,21,1.56,2,1
A-Seattle Urban Village- San Juan- Roof top deck,39834464,Cascade,Eastlake,47.64258,-122.32491,Private room,73,10,8,0.6,28,304
A-Lake Union One Br Apt- Sleep 4,39834464,Cascade,Eastlake,47.64203,-122.32323000000001,Entire home/apt,69,5,11,0.95,28,365
Cozy Loft w/ Modern Comfort - Near Light Rail,971383,Beacon Hill,North Beacon Hill,47.57934,-122.30601999999999,Entire home/apt,95,2,55,4.06,1,0
Spacious 2 Bed Garden Vacation,243941949,Other neighborhoods,View Ridge,47.69166,-122.27717,Entire home/apt,80,2,11,0.8,1,0
Captain’s Quarters near Discovery Park - Magnolia,62830952,Magnolia,Lawton Park,47.65307,-122.40128999999999,Entire home/apt,110,1,51,3.69,1,169
Green Lake Getaway,41673708,Other neighborhoods,Wallingford,47.671079999999996,-122.32533000000001,Entire home/apt,62,2,22,1.72,1,165
Palazzo Barca East,135551306,Lake City,Matthews Beach,47.71464,-122.28175,Private room,48,30,2,0.18,2,267
Bright & Cozy Guest Apartment in West Seattle,20479130,Delridge,High Point,47.55173,-122.37371999999999,Entire home/apt,60,1,42,3.11,1,57
Greenwood Oasis,7002402,Other neighborhoods,Greenwood,47.69426,-122.36218999999998,Entire home/apt,198,3,15,1.11,1,144
"Centrally Located, AMAZON,PIKE PLACE,99 WLK Score",94706699,Downtown,Belltown,47.61407,-122.34111000000001,Entire home/apt,117,30,9,0.66,10,33
Entire Apartment + Balcony Near Downtown Seattle,15874513,Queen Anne,North Queen Anne,47.65232,-122.36913,Entire home/apt,81,30,6,0.53,1,0
The Broadway Apartment Near Downtown/Capital Hill,4730169,Downtown,Yesler Terrace,47.60402,-122.32073999999999,Entire home/apt,104,1,114,8.2,13,151
Gem in Private Green Lake Garden - Walk to Lake and City center,19403115,Other neighborhoods,Green Lake,47.672509999999996,-122.33288999999999,Entire home/apt,100,1,60,4.32,14,310
"Get comfortable in this lux studio, chef-inspired kitchen",8534462,Downtown,Belltown,47.617459999999994,-122.34728,Entire home/apt,169,2,7,0.51,312,179
Urban one bedroom condo in beautiful Wallingford!,29513397,Other neighborhoods,Wallingford,47.64806,-122.3372,Entire home/apt,149,30,0,,1,0
Classic Seattle apartment 1.5 blocks from UW,27555235,University District,University District,47.65733,-122.31483,Entire home/apt,75,30,6,0.48,4,0
Spacious House by the Beach: Ideal Summer Getaway,218614836,West Seattle,Alki,47.57498,-122.4129,Entire home/apt,325,5,1,0.11,1,0
"Corperate Housing, Pike Place,Amazon,99 WLK Score",94706699,Downtown,Belltown,47.614129999999996,-122.34201000000002,Entire home/apt,112,30,9,0.66,10,1
Sparkling Clean Townhouse Free Parking City Views,17986403,Capitol Hill,Broadway,47.61727,-122.31345,Entire home/apt,190,2,75,5.91,2,178
Private Gem in University District,245014020,University District,University District,47.66964,-122.3181,Entire home/apt,105,30,33,2.45,3,20
Gorgeous Townhouse in the Center of it all!,31766158,Central Area,Atlantic,47.59899,-122.31246000000002,Private room,67,2,14,1.01,1,72
Henry's Hideaway-Cozy Farmhouse Styled Guest Suite,50412282,Ballard,Whittier Heights,47.6828,-122.37638999999999,Entire home/apt,200,2,30,2.85,1,236
Beautiful Condo in Columbia City Neighborhood,11274242,Rainier Valley,Columbia City,47.55427,-122.28114,Entire home/apt,72,30,5,0.58,1,80
Your Private Condo in the Heart of Seattle,40235104,Downtown,Belltown,47.6164,-122.34605,Entire home/apt,95,30,19,2.31,1,269
1BR Suite w/Kitchenette in heart of Ballard,4006667,Ballard,Loyal Heights,47.67712,-122.39001999999999,Entire home/apt,98,2,48,3.63,1,76
Colorful Studio in Hillman City,19739043,Rainier Valley,Columbia City,47.551429999999996,-122.27748000000001,Entire home/apt,75,2,36,2.98,1,66
Montlake's Underground Flamingo,7533180,Capitol Hill,Montlake,47.64298,-122.30122,Entire home/apt,82,1,17,1.62,1,120
Modern 1BD apartment with a full kitchen,8534462,Queen Anne,Lower Queen Anne,47.62172,-122.35287,Entire home/apt,225,2,10,0.74,312,125
Unbeatable 100 Walkscore Studio F2,8534462,Capitol Hill,Broadway,47.61544,-122.32777,Entire home/apt,169,30,1,0.07,312,0
Unbeatable 100 Walkscore 1BD 2 w/ balcony F2,8534462,Capitol Hill,Broadway,47.61428,-122.3264,Entire home/apt,169,30,2,0.15,312,0
Unbeatable 100 Walkscore 1BD 3 w/ balcony F2,8534462,Capitol Hill,Broadway,47.615990000000004,-122.32600000000001,Entire home/apt,169,30,2,0.18,312,0
Unbeatable 100 Walkscore 2BD 2 F2,8534462,Capitol Hill,Broadway,47.6154,-122.32817,Entire home/apt,300,30,0,,312,0
Unbeatable 100 Walkscore 1BD 4 w/ balcony F2,8534462,Capitol Hill,Broadway,47.616040000000005,-122.32586,Entire home/apt,169,30,4,0.34,312,0
Unbeatable 100 Walkscore 2BD F2,8534462,Capitol Hill,Broadway,47.6159,-122.32633,Entire home/apt,300,30,0,,312,0
Unbeatable 100 Walkscore 1BD 5 F2,8534462,Capitol Hill,Broadway,47.61566,-122.32616999999999,Entire home/apt,169,30,0,,312,0
Lake Washington Home Steps from Leschi Shops!,121688409,Central Area,Leschi,47.59933,-122.28846999999999,Entire home/apt,285,30,3,0.29,12,362
"A blend of comfort and style in this 1BD condo, professioanally-cleaned",8534462,Downtown,Central Business District,47.61187,-122.33679,Entire home/apt,219,2,0,,312,209
A blend of comfort and style in this 1BD apartment,8534462,Downtown,Central Business District,47.61143,-122.33778000000001,Entire home/apt,219,2,0,,312,202
A blend of comfort and style in this 2BD condo,8534462,Downtown,Central Business District,47.6113,-122.33814,Entire home/apt,330,2,1,0.11,312,202
Glamorous 1BD condo with a full kitchen,8534462,Downtown,Central Business District,47.611290000000004,-122.33855,Entire home/apt,219,2,0,,312,209
Self-checkin to this vibrant 1BD apartment with washer and dryer,8534462,Downtown,Central Business District,47.611059999999995,-122.3386,Entire home/apt,219,2,0,,312,209
"Spacious 1BD with hardwood-style floors, fast wifi",8534462,Queen Anne,Lower Queen Anne,47.62243,-122.35218,Entire home/apt,225,2,10,0.82,312,33
Enjoy wall-to-wall luxury in this stylish 1BD,8534462,Queen Anne,Lower Queen Anne,47.6225,-122.35281,Entire home/apt,225,2,6,0.51,312,124
Enjoy wall-to-wall luxury in this stylish 3BD,8534462,Queen Anne,Lower Queen Anne,47.62259,-122.35083,Entire home/apt,600,2,2,0.39,312,117
High-rise 2BD condo in vibrant downtown Seattle,8534462,Queen Anne,Lower Queen Anne,47.621759999999995,-122.35274,Entire home/apt,350,2,6,0.48,312,143
High-rise 1BD in vibrant downtown Seattle,8534462,Queen Anne,Lower Queen Anne,47.62167,-122.35065,Entire home/apt,225,2,2,0.23,312,33
"Spacious 2BD with hardwood-style floors, fast wifi",8534462,Queen Anne,Lower Queen Anne,47.62141,-122.3509,Entire home/apt,350,2,0,,312,155
Self-checkin to this vibrant 1BD condo with washer and dryer,8534462,Downtown,Belltown,47.61308,-122.33656,Entire home/apt,219,2,0,,312,177
Embrace the spirit of Seattle in this modern studio,8534462,Downtown,Belltown,47.6165,-122.35092,Entire home/apt,169,2,5,0.93,312,151
Self-checkin to this vibrant 2BD apartment with washer and dryer,8534462,Downtown,Central Business District,47.611290000000004,-122.33863999999998,Entire home/apt,330,2,3,0.31,312,166
Unmatched studio in Seattle good for longer stays,8534462,Downtown,Belltown,47.61775,-122.35088999999999,Entire home/apt,169,2,9,0.68,312,150
Convention Center Condo 2BD 24 F2,8534462,Downtown,Central Business District,47.6111,-122.33667,Entire home/apt,330,30,1,0.12,312,0
Relaxing 1BD condo in downtown Seattle,8534462,Downtown,Central Business District,47.61183,-122.33703999999999,Entire home/apt,219,2,0,,312,165
Comfortable West Seattle chalet,6368615,West Seattle,Fairmount Park,47.55627,-122.37768,Private room,50,2,8,0.64,1,178
Stunning 1BD Seattle condo with a full kitchen,8534462,Downtown,Central Business District,47.61137,-122.33722,Entire home/apt,219,2,0,,312,165
Professioanlly-cleaned 1BD apartment with self-checkin,8534462,Downtown,Central Business District,47.61125,-122.33846000000001,Entire home/apt,219,2,5,0.41,312,138
Stunning 1BD Seattle apartment with a full kitchen,8534462,Downtown,Central Business District,47.61149,-122.33722,Entire home/apt,219,2,0,,312,165
Professioanlly-cleaned 1BD condo with self-checkin,8534462,Downtown,Central Business District,47.61136,-122.33821999999999,Entire home/apt,219,2,0,,312,146
Self-checkin to this vibrant 2BD condo with washer and dryer,8534462,Downtown,Central Business District,47.61267,-122.33653000000001,Entire home/apt,330,2,0,,312,198
Convention Center Condo 2BD 22 F2,8534462,Downtown,Central Business District,47.61288,-122.33637,Entire home/apt,330,30,0,,312,0
Convention Center Condo 1BD 27 F2,8534462,Downtown,Central Business District,47.6112,-122.3364,Entire home/apt,219,30,0,,312,0
Relaxing 1BD apartment in downtown Seattle,8534462,Downtown,Central Business District,47.6116,-122.33724,Entire home/apt,219,2,1,0.57,312,108
Secluded 1BD condo in downtown Seattle,8534462,Downtown,Central Business District,47.61107,-122.33697,Entire home/apt,219,2,0,,312,138
Secluded 1BD apartment in downtown Seattle,8534462,Downtown,Central Business District,47.61176,-122.33811000000001,Entire home/apt,219,2,0,,312,138
"Amazing 1BD condo, fast wifi",8534462,Downtown,Central Business District,47.6126,-122.33671000000001,Entire home/apt,219,2,1,0.15,312,233
Relaxing 2BD condo in downtown Seattle,8534462,Downtown,Central Business District,47.611540000000005,-122.33803,Entire home/apt,330,2,0,,312,176
Convention Center Condo 1BD 26 F2,8534462,Downtown,Central Business District,47.61133,-122.33673,Entire home/apt,219,30,0,,312,0
Space Needle Condos 1BD/1BA F2,8534462,Downtown,Belltown,47.61663,-122.35091000000001,Entire home/apt,219,1,1,0.56,312,0
"Amazing 1BD apartment, fast wifi",8534462,Downtown,Central Business District,47.611940000000004,-122.33818000000001,Entire home/apt,219,2,0,,312,139
Three Level Townhouse w/Rooftop City&Olympic views,245783618,Capitol Hill,Broadway,47.62513,-122.32401999999999,Entire home/apt,450,2,61,4.59,1,0
Pike Place 100 Walkscore 1BD 14F,8534462,Downtown,Central Business District,47.6119,-122.33863999999998,Entire home/apt,185,30,0,,312,360
"Luxury studio in Seattle, professionally-cleaned",8534462,Downtown,Central Business District,47.61118,-122.3387,Entire home/apt,169,2,1,0.34,312,365
Offering everything you need in this lux studio,8534462,Downtown,Central Business District,47.61181,-122.33825,Entire home/apt,169,2,2,0.28,312,365
Offering everything you need in this lux 1BD,8534462,Downtown,Central Business District,47.61267,-122.33701,Entire home/apt,185,2,1,0.56,312,365
Luxury 1BD condo - a perfect place to stay!,8534462,Downtown,Belltown,47.612790000000004,-122.33726999999999,Entire home/apt,185,2,0,,312,365
Luxury 1BD suite - a perfect place to stay!,8534462,Downtown,Central Business District,47.61172,-122.33832,Entire home/apt,185,2,1,0.37,312,365
Self-checkin to this charming 1BD in Seattle,8534462,Downtown,Central Business District,47.61175,-122.33807,Entire home/apt,185,2,0,,312,365
Self-checkin to this charming 1BD suite in Seattle,8534462,Downtown,Central Business District,47.61261,-122.33679,Entire home/apt,185,2,0,,312,365
